created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,possibly_sensitive,extended_entities.media,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,user.entities.url.urls
Tue Feb 24 01:50:15 +0000 2015,570037961020080129,570037961020080129,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,86189487,86189487,Ted Bray,Ted_Bray,Singapore,SVP Alliances APAC @MerkleCRM || Passionate about helping organizations attract and retain profitable customers || All views are my own,https://t.co/l8ezLj12qG,[],False,5841,2487,114,Thu Oct 29 23:21:38 +0000 2009,1036,,,True,False,3340,,False,False,False,1E313B,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/775787313162952706/ZSd7ky9H_normal.jpg,https://pbs.twimg.com/profile_images/775787313162952706/ZSd7ky9H_normal.jpg,https://pbs.twimg.com/profile_banners/86189487/1499369269,173575,0A090A,EDF2EA,040008,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/l8ezLj12qG', 'expanded_url': 'http://www.linkedin.com/in/tedbray', 'display_url': 'linkedin.com/in/tedbray', 'indices': [0, 23]}]"
Tue Feb 24 02:33:30 +0000 2015,570048844702076930,570048844702076930,@united Been trying since 1230 to file a report.,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",570044273711816705,570044273711816705,260907612,260907612,united,,,,,False,0,0,False,False,en,45756215,45756215,MommyPR™,MommyPR,Global,Social Media Influencers:            Andrea@MommyPR.com,https://t.co/OiiXxwTWpz,[],False,30779,482,921,Tue Jun 09 03:44:36 +0000 2009,8,,,True,False,81091,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/692882724546170880/Sqapbz27_normal.png,https://pbs.twimg.com/profile_images/692882724546170880/Sqapbz27_normal.png,https://pbs.twimg.com/profile_banners/45756215/1454032524,088253,000000,E3E2DE,634047,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/OiiXxwTWpz', 'expanded_url': 'http://mommypr.com', 'display_url': 'mommypr.com', 'indices': [0, 23]}]"
Tue Feb 24 03:32:02 +0000 2015,570063574858493952,570063574858493952,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",569976717743398912,569976717743398912,260907612,260907612,united,,,,,False,1,0,False,False,en,363777242,363777242,Rachel Levy,PreyingMantis02,,,,[],False,188,846,6,Sun Aug 28 17:34:45 +0000 2011,1805,,,True,False,1571,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/478390238063394817/vx8p23a8_normal.jpeg,https://pbs.twimg.com/profile_images/478390238063394817/vx8p23a8_normal.jpeg,https://pbs.twimg.com/profile_banners/363777242/1403962152,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 02:15:23 +0000 2015,570044286991015936,570044286991015936,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.",False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,260907612,260907612,united,,,,,False,1,1,False,False,en,14719474,14719474,Russell,rholbrook,"Brooklyn, NY",Recovering Virginian.,,[],False,233,294,4,Fri May 09 23:50:21 +0000 2008,544,,,True,False,526,,False,False,False,EDEDED,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/978638565323300864/BpOIyzV-_normal.jpg,https://pbs.twimg.com/profile_images/978638565323300864/BpOIyzV-_normal.jpg,https://pbs.twimg.com/profile_banners/14719474/1587690113,1D2FA3,FFFFFF,A0C5C7,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 03:43:13 +0000 2015,570066391388172290,570066391388172290,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,57674754,57674754,Greg Mueller,GMuelMuel,"New York, USA","I’m a coach on a mission to inspire people to discover and pursue what really matters to them, so that the world may receive their unique gifts.",,[],False,212,312,1,Fri Jul 17 15:41:58 +0000 2009,300,,,True,False,1466,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/951849595306463237/Y8oeDFJr_normal.jpg,https://pbs.twimg.com/profile_images/951849595306463237/Y8oeDFJr_normal.jpg,https://pbs.twimg.com/profile_banners/57674754/1589992022,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,Point,"[33.9411179, -118.3972405]",Point,"[-118.3972405, 33.9411179]",3b77caf94bfc81fe,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,city,Los Angeles,"Los Angeles, CA",US,United States,[],Polygon,"[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]",
Tue Feb 24 01:53:10 +0000 2015,570038694817767425,570038694817767425,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,86189487,86189487,Ted Bray,Ted_Bray,Singapore,SVP Alliances APAC @MerkleCRM || Passionate about helping organizations attract and retain profitable customers || All views are my own,https://t.co/l8ezLj12qG,[],False,5841,2487,114,Thu Oct 29 23:21:38 +0000 2009,1036,,,True,False,3340,,False,False,False,1E313B,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/775787313162952706/ZSd7ky9H_normal.jpg,https://pbs.twimg.com/profile_images/775787313162952706/ZSd7ky9H_normal.jpg,https://pbs.twimg.com/profile_banners/86189487/1499369269,173575,0A090A,EDF2EA,040008,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/l8ezLj12qG', 'expanded_url': 'http://www.linkedin.com/in/tedbray', 'display_url': 'linkedin.com/in/tedbray', 'indices': [0, 23]}]"
Tue Feb 24 01:41:23 +0000 2015,570035728832446465,570035728832446465,@united Can you please follow for a Dm on a missing bag?,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,45756215,45756215,MommyPR™,MommyPR,Global,Social Media Influencers:            Andrea@MommyPR.com,https://t.co/OiiXxwTWpz,[],False,30779,482,921,Tue Jun 09 03:44:36 +0000 2009,8,,,True,False,81091,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/692882724546170880/Sqapbz27_normal.png,https://pbs.twimg.com/profile_images/692882724546170880/Sqapbz27_normal.png,https://pbs.twimg.com/profile_banners/45756215/1454032524,088253,000000,E3E2DE,634047,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/OiiXxwTWpz', 'expanded_url': 'http://mommypr.com', 'display_url': 'mommypr.com', 'indices': [0, 23]}]"
Tue Feb 24 03:08:18 +0000 2015,570057601976631296,570057601976631296,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",570041818177511426,570041818177511426,260907612,260907612,united,,,,,False,0,0,False,False,en,725002532,725002532,Throttle,throthra,,,,[],False,9,72,0,Mon Jul 30 01:29:28 +0000 2012,608,,,False,False,466,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2446766977/image_normal.jpg,https://pbs.twimg.com/profile_images/2446766977/image_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 03:16:06 +0000 2015,570059565947101184,570059565947101184,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,318078530,318078530,Scott Diamond,whs1973,,,,[],False,4,14,0,Wed Jun 15 22:58:13 +0000 2011,27,,,False,False,260,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 02:35:17 +0000 2015,570049295040307200,570049295040307200,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",570048411048804352,570048411048804352,260907612,260907612,united,,,,,False,0,1,False,False,en,37688509,37688509,Kos 🐱‍💻,theKos,denver,,,[],False,4402,972,138,Mon May 04 15:55:08 +0000 2009,2170,,,True,False,9548,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1203146040448176128/vDjT95Qp_normal.jpg,https://pbs.twimg.com/profile_images/1203146040448176128/vDjT95Qp_normal.jpg,https://pbs.twimg.com/profile_banners/37688509/1559432464,FF0000,131516,131516,574343,False,True,False,False,False,False,False,regular,,,,,,,,,,,,,,,,,
Tue Feb 24 02:02:46 +0000 2015,570041112624295936,570041112624295936,@united thanks we'll be in touch!,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",570038194789609474,570038194789609474,260907612,260907612,united,,,,,False,0,0,False,False,en,560903736,560903736,Dick Altavista,DickAltavista,"Victoria, British Columbia","Husband, Father, Musician, CKCU Alumni.",,[],False,1362,2226,48,Mon Apr 23 04:18:55 +0000 2012,6542,,,True,False,28829,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321277325296586753/yOsWCeZl_normal.jpg,https://pbs.twimg.com/profile_images/1321277325296586753/yOsWCeZl_normal.jpg,https://pbs.twimg.com/profile_banners/560903736/1574037526,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 02:21:03 +0000 2015,570045712211288064,570045712211288064,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",568433062704513025,568433062704513025,260907612,260907612,united,,,,,False,0,0,False,False,en,81961067,81961067,Rachael L,TravelShopVT,,,,[],False,18,46,0,Mon Oct 12 23:51:49 +0000 2009,4,,,False,False,75,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 02:37:04 +0000 2015,570049743549833216,570049743549833216,@united GRK13575M is the file reference,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",570044273711816705,570044273711816705,260907612,260907612,united,,,,,False,0,0,False,False,en,45756215,45756215,MommyPR™,MommyPR,Global,Social Media Influencers:            Andrea@MommyPR.com,https://t.co/OiiXxwTWpz,[],False,30779,482,921,Tue Jun 09 03:44:36 +0000 2009,8,,,True,False,81091,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/692882724546170880/Sqapbz27_normal.png,https://pbs.twimg.com/profile_images/692882724546170880/Sqapbz27_normal.png,https://pbs.twimg.com/profile_banners/45756215/1454032524,088253,000000,E3E2DE,634047,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/OiiXxwTWpz', 'expanded_url': 'http://mommypr.com', 'display_url': 'mommypr.com', 'indices': [0, 23]}]"
Tue Feb 24 03:38:08 +0000 2015,570065109420101633,570065109420101633,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",570031376231239680,570031376231239680,260907612,260907612,united,,,,,False,0,0,False,False,en,14399086,14399086,michael salinger,michaelsalinger,"mentor, Ohio","globehopping educator, author, poet, cyclist and budding curmudgeon.",https://t.co/AlcawXpPjk,[],False,1084,530,48,Tue Apr 15 17:53:14 +0000 2008,2619,,,True,False,5725,,False,False,False,2D2D4D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1143868527021084672/WQq-cmOc_normal.jpg,https://pbs.twimg.com/profile_images/1143868527021084672/WQq-cmOc_normal.jpg,https://pbs.twimg.com/profile_banners/14399086/1481723305,FF691F,FFFFFF,F5F5DC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/AlcawXpPjk', 'expanded_url': 'http://www.outspokenlit.com', 'display_url': 'outspokenlit.com', 'indices': [0, 23]}]"
Tue Feb 24 04:01:03 +0000 2015,570070877351469057,570070877351469057,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,260907612,260907612,united,,,,,False,1,0,False,False,en,16569183,16569183,Karen Leggett,kbleggett,"Ottawa, Canada","Mom of 3 pretty awesome adults, had 30yrs w toughest 4xCancer fighter, promoter of Peace, loves Halloween, hates racism & guns, tweets my own opinions",,[],False,1653,1726,87,Thu Oct 02 23:51:49 +0000 2008,10508,,,True,False,20678,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1325784331055468544/EoJwOsHC_normal.jpg,https://pbs.twimg.com/profile_images/1325784331055468544/EoJwOsHC_normal.jpg,https://pbs.twimg.com/profile_banners/16569183/1604926592,CF2C96,829D5E,99CC33,3E4415,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 02:45:32 +0000 2015,570051875652767744,570051875652767744,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,461308673,461308673,Galen Guilbert,gguilber,,,,[],False,27,18,3,Wed Jan 11 17:27:35 +0000 2012,9,,,False,False,630,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 02:41:12 +0000 2015,570050785490419712,570050785490419712,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",570049909484871680,570049909484871680,260907612,260907612,united,,,,,False,1,0,False,False,en,14719474,14719474,Russell,rholbrook,"Brooklyn, NY",Recovering Virginian.,,[],False,233,294,4,Fri May 09 23:50:21 +0000 2008,544,,,True,False,526,,False,False,False,EDEDED,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/978638565323300864/BpOIyzV-_normal.jpg,https://pbs.twimg.com/profile_images/978638565323300864/BpOIyzV-_normal.jpg,https://pbs.twimg.com/profile_banners/14719474/1587690113,1D2FA3,FFFFFF,A0C5C7,333333,True,False,False,False,False,False,False,none,False,,,,,,,,,,,,,,,,
Tue Feb 24 03:23:09 +0000 2015,570061339604987904,570061339604987904,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,2434425381,2434425381,cyberhosed,cyberhosed,mostly an airline lounge,"transatlantic tweets about travel, politics, gin and soccer...",,[],False,11,14,1,Mon Mar 24 23:58:45 +0000 2014,39,,,False,False,47,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/448250886469738496/lNk98f24_normal.jpeg,https://pbs.twimg.com/profile_images/448250886469738496/lNk98f24_normal.jpeg,https://pbs.twimg.com/profile_banners/2434425381/1395706234,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 02:59:05 +0000 2015,570055285500469248,570055285500469248,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",564824272200531968,564824272200531968,260907612,260907612,united,,,,,False,0,0,False,False,en,16826914,16826914,BethStuever,BethStuever,"iPhone: 42.734546,-84.483753","PR pro, writer, photographer, Spartan, animal lover, snarky mom, lousy wife. Focus on ag, environment, higher ed, food and other stuff that trips my trigger.",http://t.co/or6tsaYxHr,[],False,1871,2011,85,Fri Oct 17 16:37:41 +0000 2008,1314,,,True,False,4625,,False,False,False,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/562030617/Beth_Square_normal.jpg,https://pbs.twimg.com/profile_images/562030617/Beth_Square_normal.jpg,https://pbs.twimg.com/profile_banners/16826914/1361222628,9D582E,D9B17E,EADEAA,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/or6tsaYxHr', 'expanded_url': 'http://www.msue.msu.edu', 'display_url': 'msue.msu.edu', 'indices': [0, 22]}]"
Tue Feb 24 04:05:30 +0000 2015,570071999780933634,570071999780933634,"@united question:are there onboad 110 volt outlets in all planes? If so, where?",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,19151970,19151970,Gouwerijn,Gouwerijn,Alphen aan den Rijn,"poetry in NL&EN, dutch parents:I'm born/raised in USA[live in holland sinds '88]Me:Borderline. Manlief:pddnos,Dochter:klassiekAutisme&TransgenderLesbo",,[],False,365,1281,29,Sun Jan 18 18:06:54 +0000 2009,3099,,,True,False,12391,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/977847821377384448/6PEi_mQ7_normal.jpg,https://pbs.twimg.com/profile_images/977847821377384448/6PEi_mQ7_normal.jpg,https://pbs.twimg.com/profile_banners/19151970/1484941882,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,Point,"[35.8056542, -78.786848]",Point,"[-78.786848, 35.8056542]",5c6bd208d7ddf9f6,https://api.twitter.com/1.1/geo/id/5c6bd208d7ddf9f6.json,city,Cary,"Cary, NC",US,United States,[],Polygon,"[[[-78.9448945, 35.6443837], [-78.7291467, 35.6443837], [-78.7291467, 35.867993], [-78.9448945, 35.867993]]]",
Tue Feb 24 04:12:29 +0000 2015,570073757508726784,570073757508726784,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,260907612,260907612,united,,,,,False,1,0,False,False,en,233064914,233064914,Meyer,Meyer47,Iowa,,,[],False,58,186,0,Sun Jan 02 05:09:41 +0000 2011,259,,,False,False,106,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1241828836330942466/DnAEo5h2_normal.jpg,https://pbs.twimg.com/profile_images/1241828836330942466/DnAEo5h2_normal.jpg,https://pbs.twimg.com/profile_banners/233064914/1370131623,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,False,"[{'id': 570073749468217345, 'id_str': '570073749468217345', 'indices': [52, 74], 'media_url': 'http://pbs.twimg.com/media/B-lPDgTUAAEkCU_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/B-lPDgTUAAEkCU_.jpg', 'url': 'http://t.co/cIh1qNllcM', 'display_url': 'pic.twitter.com/cIh1qNllcM', 'expanded_url': 'https://twitter.com/Meyer47/status/570073757508726784/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 768, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 768, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,
Tue Feb 24 01:07:58 +0000 2015,570027321178099712,570027321178099712,@united how is Mexico not international from the us?,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",569986120093732864,569986120093732864,260907612,260907612,united,,,,,False,0,0,False,False,en,149111689,149111689,Stella Garber,startupstella,"Chicago, IL","Head of Marketing @Trello, Author of “Remotely Managing,"" Serial Entrepreneur, Investor, Mama",https://t.co/GCkpWDl9rC,[],False,5430,1165,429,Fri May 28 12:57:52 +0000 2010,3767,,,False,False,9907,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/466061808780857344/KNodG9Hj_normal.jpeg,https://pbs.twimg.com/profile_images/466061808780857344/KNodG9Hj_normal.jpeg,,FF0000,F2E195,FFF7CC,0C3E53,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/GCkpWDl9rC', 'expanded_url': 'https://medium.com/remotely-managing', 'display_url': 'medium.com/remotely-manag…', 'indices': [0, 23]}]"
Tue Feb 24 03:10:38 +0000 2015,570058190647271424,570058190647271424,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,725002532,725002532,Throttle,throthra,,,,[],False,9,72,0,Mon Jul 30 01:29:28 +0000 2012,608,,,False,False,466,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2446766977/image_normal.jpg,https://pbs.twimg.com/profile_images/2446766977/image_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,
Tue Feb 24 04:16:46 +0000 2015,570074833993670657,570074833993670657,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",570069199374184449,570069199374184449,260907612,260907612,united,,,,,False,0,0,False,False,en,14343180,14343180,"Margo ""2020 never ends"" Stern",wordstern,"San Francisco, CA","Leading Content Design @joinlevel. Past @facebook @twitter @google 

I'm not mad, it's just my face. Also maybe I'm mad.

Vote.",https://t.co/xpfCKPn13h,[],False,1765,2142,124,Wed Apr 09 16:44:26 +0000 2008,14736,,,True,False,21206,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/753730598187905024/xLqIhzJH_normal.jpg,https://pbs.twimg.com/profile_images/753730598187905024/xLqIhzJH_normal.jpg,https://pbs.twimg.com/profile_banners/14343180/1382579376,4A913C,DBE9ED,E6F6F9,333333,True,True,False,False,False,False,False,regular,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/xpfCKPn13h', 'expanded_url': 'https://www.margostern.com/', 'display_url': 'margostern.com', 'indices': [0, 23]}]"
Tue Feb 24 01:21:27 +0000 2015,570030715900792832,570030715900792832,@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,260907612,260907612,united,,,,,False,0,0,False,False,en,453344525,453344525,Alexander Krach.,AlexanderKrach,,,,[],False,42,180,4,Mon Jan 02 20:45:22 +0000 2012,3230,,,False,False,1788,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/480477754790408193/dIjXVpL6_normal.jpeg,https://pbs.twimg.com/profile_images/480477754790408193/dIjXVpL6_normal.jpeg,https://pbs.twimg.com/profile_banners/453344525/1403389797,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
